"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.8","","","","1"
"2009-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.6","","","","1"
"2009-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.7","","","","1"
"2009-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.1","","","","1"
"2009-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.9","","","","1"
"2009-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.3","","","","1"
"2009-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.3","","","","1"
"2009-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.1","","","","1"
"2009-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.9","","","","1"
"2009-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.0","","","","1"
"2009-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.1","","","","1"
"2009-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","90.6","","","","1"
"2010-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","90.1","","","","1"
"2010-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.2","","","","1"
"2010-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.6","","","","1"
"2010-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.1","","","","1"
"2010-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.7","","","","1"
"2010-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.7","","","","1"
"2010-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","88.8","","","","1"
"2010-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","90.1","","","","1"
"2010-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.8","","","","1"
"2010-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.9","","","","1"
"2010-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.1","","","","1"
"2010-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","88.8","","","","1"
"2011-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","87.9","","","","1"
"2011-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.4","","","","1"
"2011-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.4","","","","1"
"2011-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.1","","","","1"
"2011-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.7","","","","1"
"2011-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","90.4","","","","1"
"2011-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.7","","","","1"
"2011-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","90.6","","","","1"
"2011-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.0","","","","1"
"2011-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.1","","","","1"
"2011-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.1","","","","1"
"2011-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.1","","","","1"
"2012-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.3","","","","1"
"2012-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.9","","","","1"
"2012-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.8","","","","1"
"2012-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.3","","","","1"
"2012-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.4","","","","1"
"2012-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","90.5","","","","1"
"2012-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.1","","","","1"
"2012-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.5","","","","1"
"2012-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.3","","","","1"
"2012-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.7","","","","1"
"2012-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.5","","","","1"
"2012-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.2","","","","1"
"2013-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","87.9","","","","1"
"2013-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.4","","","","1"
"2013-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.3","","","","1"
"2013-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.7","","","","1"
"2013-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.9","","","","1"
"2013-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.2","","","","1"
"2013-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","90.4","","","","1"
"2013-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.6","","","","1"
"2013-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.7","","","","1"
"2013-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.0","","","","1"
"2013-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.1","","","","1"
"2013-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.4","","","","1"
"2014-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","89.2","","","","1"
"2014-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.0","","","","1"
"2014-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.0","","","","1"
"2014-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.0","","","","1"
"2014-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.5","","","","1"
"2014-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.7","","","","1"
"2014-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.8","","","","1"
"2014-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.1","","","","1"
"2014-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.6","","","","1"
"2014-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.9","","","","1"
"2014-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.7","","","","1"
"2014-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.1","","","","1"
"2015-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.1","","","","1"
"2015-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.3","","","","1"
"2015-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.4","","","","1"
"2015-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.2","","","","1"
"2015-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.0","","","","1"
"2015-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.0","","","","1"
"2015-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.0","","","","1"
"2015-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.0","","","","1"
"2015-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.7","","","","1"
"2015-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","97.7","","","","1"
"2015-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.7","","","","1"
"2015-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.7","","","","1"
"2016-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","90.8","","","","1"
"2016-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.1","","","","1"
"2016-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.0","","","","1"
"2016-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.0","","","","1"
"2016-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.0","","","","1"
"2016-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.1","","","","1"
"2016-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.6","","","","1"
"2016-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.6","","","","1"
"2016-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.8","","","","1"
"2016-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","97.5","","","","1"
"2016-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.5","","","","1"
"2016-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.9","","","","1"
"2017-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.1","","","","1"
"2017-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.9","","","","1"
"2017-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.1","","","","1"
"2017-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.1","","","","1"
"2017-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.6","","","","1"
"2017-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.5","","","","1"
"2017-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.5","","","","1"
"2017-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.2","","","","1"
"2017-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.6","","","","1"
"2017-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.0","","","","1"
"2017-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.3","","","","1"
"2017-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.4","","","","1"
"2018-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","91.7","","","","1"
"2018-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.3","","","","1"
"2018-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.0","","","","1"
"2018-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.2","","","","1"
"2018-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.4","","","","1"
"2018-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.2","","","","1"
"2018-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.0","","","","1"
"2018-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","93.7","","","","1"
"2018-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.0","","","","1"
"2018-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","97.2","","","","1"
"2018-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.9","","","","1"
"2018-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.6","","","","1"
"2019-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","92.2","","","","1"
"2019-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.8","","","","1"
"2019-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.4","","","","1"
"2019-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","97.2","","","","1"
"2019-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","96.7","","","","1"
"2019-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.9","","","","1"
"2019-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.0","","","","1"
"2019-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","94.7","","","","1"
"2019-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","98.5","","","","1"
"2019-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","99.4","","","","1"
"2019-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","98.5","","","","1"
"2019-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41691108","2.139","95.3","","","","1"
"2009-01","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.8","","","","1"
"2009-02","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.7","","","","1"
"2009-03","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.2","","","","1"
"2009-04","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.6","","","","1"
"2009-05","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.6","","","","1"
"2009-06","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","90.7","","","","1"
"2009-07","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.3","","","","1"
"2009-08","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.5","","","","1"
"2009-09","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.9","","","","1"
"2009-10","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","97.8","","","","1"
"2009-11","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.3","","","","1"
"2009-12","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","90.9","","","","1"
"2010-01","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.5","","","","1"
"2010-02","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.2","","","","1"
"2010-03","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.1","","","","1"
"2010-04","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.0","","","","1"
"2010-05","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.8","","","","1"
"2010-06","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","91.2","","","","1"
"2010-07","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.1","","","","1"
"2010-08","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.0","","","","1"
"2010-09","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.8","","","","1"
"2010-10","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.0","","","","1"
"2010-11","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.3","","","","1"
"2010-12","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","88.3","","","","1"
"2011-01","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.6","","","","1"
"2011-02","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.3","","","","1"
"2011-03","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.1","","","","1"
"2011-04","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.3","","","","1"
"2011-05","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.5","","","","1"
"2011-06","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","91.8","","","","1"
"2011-07","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.5","","","","1"
"2011-08","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.6","","","","1"
"2011-09","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.5","","","","1"
"2011-10","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.9","","","","1"
"2011-11","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.6","","","","1"
"2011-12","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","89.6","","","","1"
"2012-01","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","88.1","","","","1"
"2012-02","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","91.8","","","","1"
"2012-03","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.0","","","","1"
"2012-04","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.3","","","","1"
"2012-05","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.9","","","","1"
"2012-06","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","89.2","","","","1"
"2012-07","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","90.6","","","","1"
"2012-08","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","89.1","","","","1"
"2012-09","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","89.6","","","","1"
"2012-10","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.3","","","","1"
"2012-11","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.5","","","","1"
"2012-12","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","89.6","","","","1"
"2013-01","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","85.7","","","","1"
"2013-02","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.5","","","","1"
"2013-03","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.6","","","","1"
"2013-04","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.7","","","","1"
"2013-05","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.1","","","","1"
"2013-06","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.5","","","","1"
"2013-07","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.8","","","","1"
"2013-08","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","91.4","","","","1"
"2013-09","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.1","","","","1"
"2013-10","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","97.5","","","","1"
"2013-11","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","99.9","","","","1"
"2013-12","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.3","","","","1"
"2014-01","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.9","","","","1"
"2014-02","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.9","","","","1"
"2014-03","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.6","","","","1"
"2014-04","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","97.8","","","","1"
"2014-05","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.5","","","","1"
"2014-06","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.4","","","","1"
"2014-07","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.8","","","","1"
"2014-08","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.7","","","","1"
"2014-09","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.5","","","","1"
"2014-10","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","98.2","","","","1"
"2014-11","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.5","","","","1"
"2014-12","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.0","","","","1"
"2015-01","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.2","","","","1"
"2015-02","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.9","","","","1"
"2015-03","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.5","","","","1"
"2015-04","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.0","","","","1"
"2015-05","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","97.8","","","","1"
"2015-06","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.8","","","","1"
"2015-07","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","94.8","","","","1"
"2015-08","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","97.4","","","","1"
"2015-09","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","101.6","","","","1"
"2015-10","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","101.9","","","","1"
"2015-11","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","97.0","","","","1"
"2015-12","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","90.2","","","","1"
"2016-01","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","90.3","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.5","","","","1"
"2016-03","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","97.0","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.1","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.5","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.5","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.2","","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.4","","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","99.5","","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","98.7","","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.6","","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","92.7","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.8","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.3","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","96.7","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","97.1","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","97.3","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","93.9","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41691304","3.139","95.1","","","","1"
