date,prov,max_temp,mean_temp,min_temp,spd_max_gust,total_precip,total_rain,total_snow
2018-04,QC,23.5,-1.688769869,-35.4,109,15916.5,7371.4,1932.5
2018-05,QC,33.8,7.618270481,-23.1,117,9245.3,4947.2,90.5
2018-06,QC,33.1,12.67129817,-11,109,13574.5,8345.3,4.6
2018-07,QC,37.2,18.62751963,-2.2,139,15234.2,8806.4,0
2018-08,QC,34,17.4968932,-2,110,14106.1,7513.3,0
2018-09,QC,33.5,11.9455731,-7.4,141,15429,7685,40.2
2018-10,QC,29,2.67091672,-20.3,117,14673.8,7146.8,503.4
2018-11,QC,14.8,-4.583940043,-32.6,123,16995.4,5253,4765.1
2018-12,QC,18,-10.03157759,-38.1,129,12525.3,4069.8,3177.7
2019-01,QC,10.9,-15.77984496,-45.8,139,14264.8,1004.3,7762.3
2019-02,QC,11.2,-14.73157895,-44.1,133,10997.4,951.7,5511.8
2019-03,QC,14.4,-9.071004206,-41.2,132,9296.7,2157.8,2992.9
2019-04,QC,21.3,-0.961299892,-32.3,131,17895.5,8129,1896.8
2019-05,QC,25.8,6.256964712,-24,89,7086.5,500.3,14.4
2019-06,QC,33,12.40227841,-4.8,132,15838.9,8378.1,5.4
2019-07,QC,35.2,17.17460317,-0.4,137,11290.8,5426.4,0
2019-08,QC,31.9,15.82142292,-0.9,103,13188.4,6467,0
2019-09,QC,28.6,10.44412802,-4,127,15824,7702.9,0.2
2019-10,QC,22.2,5.715048417,-10.7,135,21304.5,12321.8,34.9
2019-11,QC,18.7,-4.148330166,-27.5,115,10335.9,1794.4,3380.9
2019-12,QC,12.3,-9.130515572,-36.3,127,8933.9,1812.5,2834.2
