"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14062.0","","","","1"
"2009-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14055.2","","","","1"
"2009-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14025.9","","","","1"
"2009-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14104.1","","","","1"
"2009-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14229.8","","","","1"
"2009-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14311.7","","","","1"
"2009-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14111.6","","","","1"
"2009-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14129.2","","","","1"
"2009-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14357.8","","","","1"
"2009-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14356.4","","","","1"
"2009-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14359.7","","","","1"
"2009-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14273.2","","","","1"
"2010-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14117.8","","","","1"
"2010-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14167.6","","","","1"
"2010-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14162.6","","","","1"
"2010-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14324.6","","","","1"
"2010-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14501.0","","","","1"
"2010-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14624.3","","","","1"
"2010-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14396.5","","","","1"
"2010-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14447.2","","","","1"
"2010-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14657.4","","","","1"
"2010-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14656.7","","","","1"
"2010-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14621.0","","","","1"
"2010-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14547.4","","","","1"
"2011-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14432.0","","","","1"
"2011-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14441.5","","","","1"
"2011-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14457.1","","","","1"
"2011-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14596.3","","","","1"
"2011-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14750.2","","","","1"
"2011-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14841.5","","","","1"
"2011-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14607.9","","","","1"
"2011-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14660.8","","","","1"
"2011-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14882.1","","","","1"
"2011-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14846.0","","","","1"
"2011-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14781.6","","","","1"
"2011-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14725.1","","","","1"
"2012-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14558.7","","","","1"
"2012-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14611.9","","","","1"
"2012-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14646.7","","","","1"
"2012-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14841.6","","","","1"
"2012-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14985.8","","","","1"
"2012-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15082.7","","","","1"
"2012-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14813.9","","","","1"
"2012-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14899.7","","","","1"
"2012-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15144.1","","","","1"
"2012-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15110.7","","","","1"
"2012-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15060.6","","","","1"
"2012-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14998.1","","","","1"
"2013-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14846.8","","","","1"
"2013-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14907.0","","","","1"
"2013-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","14879.4","","","","1"
"2013-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15023.3","","","","1"
"2013-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15200.2","","","","1"
"2013-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15244.6","","","","1"
"2013-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15013.3","","","","1"
"2013-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15072.5","","","","1"
"2013-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15297.2","","","","1"
"2013-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15284.8","","","","1"
"2013-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15261.0","","","","1"
"2013-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15147.4","","","","1"
"2014-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15004.7","","","","1"
"2014-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15035.1","","","","1"
"2014-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15033.6","","","","1"
"2014-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15120.6","","","","1"
"2014-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15234.5","","","","1"
"2014-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15322.2","","","","1"
"2014-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15100.3","","","","1"
"2014-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15118.9","","","","1"
"2014-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15365.9","","","","1"
"2014-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15371.3","","","","1"
"2014-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15326.7","","","","1"
"2014-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15215.5","","","","1"
"2015-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15072.6","","","","1"
"2015-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15109.3","","","","1"
"2015-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15093.6","","","","1"
"2015-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15213.1","","","","1"
"2015-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15382.1","","","","1"
"2015-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15469.0","","","","1"
"2015-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15269.9","","","","1"
"2015-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15303.8","","","","1"
"2015-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15529.8","","","","1"
"2015-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15539.1","","","","1"
"2015-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15471.1","","","","1"
"2015-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15388.8","","","","1"
"2016-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15215.7","","","","1"
"2016-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15240.9","","","","1"
"2016-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15267.1","","","","1"
"2016-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15357.5","","","","1"
"2016-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15574.3","","","","1"
"2016-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15622.0","","","","1"
"2016-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15395.4","","","","1"
"2016-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15419.5","","","","1"
"2016-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15686.1","","","","1"
"2016-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15694.3","","","","1"
"2016-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15646.9","","","","1"
"2016-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15590.1","","","","1"
"2017-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15509.5","","","","1"
"2017-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15537.6","","","","1"
"2017-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15544.9","","","","1"
"2017-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15615.1","","","","1"
"2017-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15825.9","","","","1"
"2017-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15916.7","","","","1"
"2017-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15697.0","","","","1"
"2017-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15762.4","","","","1"
"2017-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15982.9","","","","1"
"2017-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15976.2","","","","1"
"2017-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15962.5","","","","1"
"2017-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15968.8","","","","1"
"2018-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15747.9","","","","1"
"2018-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15797.3","","","","1"
"2018-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15821.9","","","","1"
"2018-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15927.4","","","","1"
"2018-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16060.0","","","","1"
"2018-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16141.7","","","","1"
"2018-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15935.3","","","","1"
"2018-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","15906.8","","","","1"
"2018-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16220.1","","","","1"
"2018-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16241.9","","","","1"
"2018-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16285.1","","","","1"
"2018-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16236.5","","","","1"
"2019-01","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16091.7","","","","1"
"2019-02","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16152.1","","","","1"
"2019-03","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16146.7","","","","1"
"2019-04","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16284.0","","","","1"
"2019-05","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16485.3","","","","1"
"2019-06","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16541.6","","","","1"
"2019-07","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16295.5","","","","1"
"2019-08","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16340.5","","","","1"
"2019-09","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16683.2","","","","1"
"2019-10","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16656.1","","","","1"
"2019-11","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16539.0","","","","1"
"2019-12","Canada","2016A000011124","Employment","Both sexes","25 years and over","Persons","249","thousands","3","v2091074","1.3.1.3","16523.5","","","","1"
"2009-01","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.9","","","","1"
"2009-02","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.3","","","","1"
"2009-03","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.7","","","","1"
"2009-04","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.5","","","","1"
"2009-05","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.2","","","","1"
"2009-06","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.8","","","","1"
"2009-07","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.3","","","","1"
"2009-08","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.9","","","","1"
"2009-09","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.5","","","","1"
"2009-10","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.5","","","","1"
"2009-11","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.9","","","","1"
"2009-12","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.9","","","","1"
"2010-01","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.7","","","","1"
"2010-02","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.5","","","","1"
"2010-03","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.7","","","","1"
"2010-04","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.3","","","","1"
"2010-05","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.7","","","","1"
"2010-06","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.2","","","","1"
"2010-07","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.0","","","","1"
"2010-08","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.8","","","","1"
"2010-09","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.3","","","","1"
"2010-10","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.1","","","","1"
"2010-11","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.2","","","","1"
"2010-12","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.3","","","","1"
"2011-01","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.2","","","","1"
"2011-02","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.0","","","","1"
"2011-03","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.1","","","","1"
"2011-04","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.9","","","","1"
"2011-05","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.1","","","","1"
"2011-06","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.9","","","","1"
"2011-07","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.2","","","","1"
"2011-08","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.9","","","","1"
"2011-09","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.5","","","","1"
"2011-10","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.6","","","","1"
"2011-11","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.9","","","","1"
"2011-12","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.1","","","","1"
"2012-01","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","7.0","","","","1"
"2012-02","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.6","","","","1"
"2012-03","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.7","","","","1"
"2012-04","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.4","","","","1"
"2012-05","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.0","","","","1"
"2012-06","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.4","","","","1"
"2012-07","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.2","","","","1"
"2012-08","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.6","","","","1"
"2012-09","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.3","","","","1"
"2012-10","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.6","","","","1"
"2012-11","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.7","","","","1"
"2012-12","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.8","","","","1"
"2013-01","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.6","","","","1"
"2013-02","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.4","","","","1"
"2013-03","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.6","","","","1"
"2013-04","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.2","","","","1"
"2013-05","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.7","","","","1"
"2013-06","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.5","","","","1"
"2013-07","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.0","","","","1"
"2013-08","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.5","","","","1"
"2013-09","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.4","","","","1"
"2013-10","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.4","","","","1"
"2013-11","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.5","","","","1"
"2013-12","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.9","","","","1"
"2014-01","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.5","","","","1"
"2014-02","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.5","","","","1"
"2014-03","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.5","","","","1"
"2014-04","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.3","","","","1"
"2014-05","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.8","","","","1"
"2014-06","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","5.5","","","","1"
"2014-07","Canada","2016A000011124","Unemployment rate","Both sexes","25 years and over","Percentage","242","units","0","v2091179","1.8.1.3","6.1","","","","1"
