Index,lat_long,date,cool_deg_days,dir_max_gust,heat_deg_days,max_temp,mean_temp,min_temp,snow_grnd,spd_max_gust,total_precip,total_rain,total_snow,postal_code
10701,11,2020-02-15,0,22,22.7,0.8,-4.7,-10.2,7.666666667,61.5,0.15,0,0.1,M6N 4Z5
10702,11,2020-02-16,0,26.5,17.45,3.6,0.55,-2.525,7,47,0.1,0,0,M6N 4Z5
10703,11,2020-02-17,0,8,20.45,0.425,-2.45,-5.35,6,48,2.2,0,2.5,M6N 4Z5
10704,11,2020-02-18,0,26.5,16.025,5.425,1.975,-1.525,11,60.5,5.3,0.1,2.8,M6N 4Z5
10705,11,2020-02-19,0,30,20.85,-0.3,-2.85,-5.375,5.666666667,51.5,0,0,0,M6N 4Z5
10706,11,2020-02-20,0,30.5,24.95,-4.275,-6.95,-9.6,5,36,0.25,0,0,M6N 4Z5
10707,11,2020-02-21,0,20.5,22.45,0.825,-4.45,-9.65,8,53,0.05,0,0,M6N 4Z5
10708,11,2020-02-22,0,26.5,17.2,5.375,0.8,-3.8,8,47,0.05,0,0,M6N 4Z5
10709,11,2020-02-23,0,20.5,14.025,7.9,3.975,0.025,5.5,41.5,0.2,0,0,M6N 4Z5
10710,11,2020-02-24,0,1,13.125,8.95,4.875,0.75,5,33,0.725,0.3,0.4,M6N 4Z5
10711,11,2020-02-25,0,7,14.95,5.125,3.05,0.925,3.333333333,34,0.825,0.4,0.9,M6N 4Z5
10712,11,2020-02-26,0,6,18.3,2.6,-0.3,-3.125,3,40,11.475,0,12.7,M6N 4Z5
10713,11,2020-02-27,0,27.5,22.4,-3.025,-4.4,-5.75,14.66666667,87,1.475,0,1.2,M6N 4Z5
10714,11,2020-02-28,0,26,24.075,-3.15,-6.075,-9,12.33333333,72.5,1.175,0,2.8,M6N 4Z5
10715,11,2020-02-29,0,29.5,26.6,-3.475,-8.6,-13.675,12.66666667,45.5,0.3,0,0,M6N 4Z5
10716,11,2020-03-01,0,18,21.075,3.85,-3.075,-9.95,10.33333333,36.5,0.175,0,0,M6N 4Z5
10717,11,2020-03-02,0,22.5,14.375,6.6,3.625,0.65,6,39,2.025,1,0,M6N 4Z5
10718,11,2020-03-03,0,26.5,15.525,4.475,2.475,0.425,4,44.5,10.55,9.5,0,M6N 4Z5
10719,11,2020-03-04,0,30,14.05,6.45,3.95,1.4,3,54.5,0.1,0,0,M6N 4Z5
10720,11,2020-03-05,0,31.5,16.25,5.45,1.75,-2,1.666666667,43,0.275,0,0,M6N 4Z5
10721,11,2020-03-06,0,5.5,17.025,3.175,0.975,-1.25,0.666666667,48,1.725,0,1.8,M6N 4Z5
10722,11,2020-03-07,0,20,19.35,3.75,-1.35,-6.4,1,36,0.275,0,0,M6N 4Z5
10723,11,2020-03-08,0,19.5,12.4,10.825,5.6,0.35,1,39.5,0.125,0,0,M6N 4Z5
10724,11,2020-03-09,0,22.5,6.775,15.7,11.225,6.7,0.5,45.5,0.85,1.6,0,M6N 4Z5
10725,11,2020-03-10,0,25.5,12.275,11.55,5.725,-0.15,0.5,54.5,3.275,2.6,0,M6N 4Z5
10726,11,2020-03-11,0,8,17.4,3.85,0.6,-2.7,1,42,0.05,0,0,M6N 4Z5
10727,11,2020-03-12,0,7,14.725,6.725,3.275,-0.2,0.5,42.5,1.075,1.9,0,M6N 4Z5
10728,11,2020-03-13,0,27,12.56666667,8.7,5.433333333,2.1,2,79,5.066666667,2.8,0,M6N 4Z5
10729,11,2020-03-14,0,30,16.03333333,4.166666667,1.966666667,-0.3,1,52,0,0,0,M6N 4Z5
10730,11,2020-03-15,0,20,17.775,3.725,0.225,-3.275,0.5,38,0.2,0,0,M6N 4Z5
10731,11,2020-03-16,0,8,18.075,3.65,-0.075,-3.775,0.666666667,43.5,0.925,0.2,0.7,M6N 4Z5
10732,11,2020-03-17,0,28,13.625,8.675,4.375,0.025,1,56.5,0.1,0,0,M6N 4Z5
10733,11,2020-03-18,0,7.5,16.83333333,4.2,1.166666667,-1.9,,43.5,1.3,1,0,M6N 4Z5
10734,11,2020-03-19,0,7.5,13.05,8.95,4.95,0.925,0.5,39,2.65,2.7,0,M6N 4Z5
10735,11,2020-03-20,0,28,10.45,16.65,7.55,-1.55,0.5,78,3.225,3.4,0,M6N 4Z5
10736,11,2020-03-21,0,33.5,21.725,0.625,-3.725,-8.075,0.5,40.5,0.225,0,0,M6N 4Z5
10737,11,2020-03-22,0,7,20.05,2,-2.05,-6.05,0.5,49,0.7,0,1.5,M6N 4Z5
10738,11,2020-03-23,0,7,16.275,3.8,1.725,-0.425,2.666666667,35,8.7,4.4,1.9,M6N 4Z5
10739,11,2020-03-24,0,23,14.725,5.55,3.275,0.925,1,34,0.05,0,0,M6N 4Z5
10740,11,2020-03-25,0,8.5,12.85,8.925,5.15,1.3,1,42.5,0.25,0,0,M6N 4Z5
10741,11,2020-03-26,0,25,10.03333333,13.46666667,7.966666667,2.5,2,41.5,0.3,0,0,M6N 4Z5
10742,11,2020-03-27,0,16,12.66666667,8.4,5.333333333,2.233333333,1,37,0.3,0,0,M6N 4Z5
10743,11,2020-03-28,0,7,13.05,7.525,4.95,2.35,0,63,2.7,3.8,0,M6N 4Z5
10744,11,2020-03-29,0,23.5,6.725,17.75,11.275,4.75,0.5,81,12.025,13.3,0,M6N 4Z5
10745,11,2020-03-30,0,23,10.95,8.7,7.05,5.375,0.5,49,2.325,2.1,0,M6N 4Z5
10746,11,2020-03-31,0,7.5,12.625,6.425,5.375,4.225,0.5,47,0.375,0.4,0,M6N 4Z5
10747,11,2020-04-01,0,9,12.025,10.075,5.975,1.825,0,37,0.15,0,0,M6N 4Z5
10748,11,2020-04-02,0,31.5,9.45,14.175,8.55,2.9,0,48,0.275,0,0,M6N 4Z5
10749,11,2020-04-03,0,32.5,10.975,11.775,7.025,2.225,0,39,0.725,0.5,0,M6N 4Z5
10750,11,2020-04-04,0,15,9.625,10.9,8.375,5.85,0,35,0.05,0.1,0,M6N 4Z5
10751,11,2020-04-05,0,33,10.85,11,7.15,3.275,0,39.5,0,0,0,M6N 4Z5
10752,11,2020-04-06,0,15,11.225,13.55,6.775,-0.075,0,42,0.375,0,0,M6N 4Z5
10753,11,2020-04-07,0,22,9.233333333,13.06666667,8.766666667,4.466666667,,36,6.666666667,6,0,M6N 4Z5
10754,11,2020-04-08,0,29,7.9,14.4,10.1,5.833333333,,45,1.033333333,1.8,0,M6N 4Z5
10755,11,2020-04-09,0,31,12.26666667,9.666666667,5.733333333,1.8,,68.5,8.666666667,8.6,0.4,M6N 4Z5
10756,11,2020-04-10,0,29.5,13.66666667,7.766666667,4.333333333,0.866666667,,66.5,0.066666667,0,0,M6N 4Z5
10757,11,2020-04-11,0,27.5,13.66666667,9.233333333,4.333333333,-0.6,,48,0.333333333,0,0,M6N 4Z5
10758,11,2020-04-12,0,8,10.05,13.125,7.95,2.725,0,36,3.25,6.3,0,M6N 4Z5
10759,11,2020-04-13,0,28,9.3,14.36666667,8.7,3,,81.5,14.13333333,12.8,0,M6N 4Z5
10760,11,2020-04-14,0,23,14.86666667,7.166666667,3.133333333,-0.9,0,61,0.266666667,0,0,M6N 4Z5
10761,11,2020-04-15,0,29,16.73333333,4.933333333,1.266666667,-2.466666667,,47.5,0.366666667,0,0,M6N 4Z5
10762,11,2020-04-16,0,28,16.9,5.1,1.1,-2.966666667,,65,0.233333333,0,0,M6N 4Z5
10763,11,2020-04-17,0,18,15.6,5.966666667,2.4,-1.2,,43.5,0.3,0,0,M6N 4Z5
10764,11,2020-04-18,0,20,13.73333333,10.06666667,4.266666667,-1.6,,47.5,0.466666667,0,0,M6N 4Z5
10765,11,2020-04-19,0,30.5,11.73333333,12.66666667,6.266666667,-0.166666667,,56,0.2,0.4,0,M6N 4Z5
10766,11,2020-04-20,0,16,15.6,6.2,2.4,-1.466666667,,41,0.266666667,0,0,M6N 4Z5
10767,11,2020-04-21,0,29,14.9,7.633333333,3.1,-1.433333333,,74,0.866666667,1,0,M6N 4Z5
10768,11,2020-04-22,0,30,15.73333333,6.5,2.266666667,-2.033333333,,59.5,0.433333333,0,0,M6N 4Z5
10769,11,2020-04-23,0,7.5,15.975,6,2.025,-2,0,45.5,0.175,0,0,M6N 4Z5
10770,11,2020-04-24,0,5.5,10.65,10.5,7.35,4.175,0,42.5,0.45,0.6,0,M6N 4Z5
10771,11,2020-04-25,0,7,11.275,13.225,6.725,0.2,0,40,0.25,0,0,M6N 4Z5
10772,11,2020-04-26,0,6.5,8.975,11.6,9.025,6.425,0,56.5,1.525,2,0,M6N 4Z5
10773,11,2020-04-27,0,18,8.7,13.63333333,9.3,4.933333333,,45,0.2,0,0,M6N 4Z5
10774,11,2020-04-28,0,8,9,11.33333333,9,6.6,,49,0.233333333,0,0,M6N 4Z5
10775,11,2020-04-29,0,7.5,7.633333333,13.36666667,10.36666667,7.333333333,,63,0.666666667,1,0,M6N 4Z5
10776,11,2020-04-30,0,7.5,7.5,12.66666667,10.5,8.3,,54.5,8.366666667,6.2,0,M6N 4Z5
10777,11,2020-05-01,0,31,6.2,16.13333333,11.8,7.4,,41,0.933333333,1.2,0,M6N 4Z5
10778,11,2020-05-02,0,11,7.625,15.25,10.375,5.475,0,38,1.025,0.65,0,M6N 4Z5
10779,11,2020-05-03,0,29.5,3.633333333,21.6,14.36666667,7.166666667,,56.5,0.466666667,0,0,M6N 4Z5
10780,11,2020-05-04,0,31,10.76666667,11.43333333,7.233333333,3.033333333,,50,0.266666667,0,0,M6N 4Z5
10781,11,2020-05-05,0,1,12.7,9.333333333,5.3,1.2,,32,0.433333333,0,0,M6N 4Z5
10782,11,2020-05-06,0,18,9.933333333,11.83333333,8.066666667,4.233333333,,46,0.433333333,0,0,M6N 4Z5
10783,11,2020-05-07,0,29.5,10.2,13.03333333,7.8,2.533333333,,55.5,1.966666667,0.4,0,M6N 4Z5
10784,11,2020-05-08,0,33.5,16.1,5.5,1.9,-1.75,0,52,0.15,0,0,M6N 4Z5
10785,11,2020-05-09,0,30,16.06666667,6.7,1.933333333,-2.9,,70,0.466666667,0,0.4,M6N 4Z5
10786,11,2020-05-10,0,,13.4,8.95,4.6,0.25,0,,1.6,2.9,0,M6N 4Z5
10787,11,2020-05-11,0,28,13.975,8.15,4.025,-0.15,0,46.5,4.075,2.5,1.4,M6N 4Z5
10788,11,2020-05-12,0,28.5,14.5,8.7,3.5,-1.7,0,48,0.275,0,0,M6N 4Z5
10789,11,2020-05-13,0,15,12.5,12.2,5.5,-1.166666667,,33,0.5,0,0,M6N 4Z5
10790,11,2020-05-14,0,7,9.333333333,11,8.666666667,6.233333333,,37,2.666666667,3.4,0,M6N 4Z5
10791,11,2020-05-15,0,33,5.133333333,18.2,12.86666667,7.533333333,,36,5.933333333,3.4,0,M6N 4Z5
10792,11,2020-05-16,0,36,5.25,16.875,12.75,8.575,0,33,0.3,0,0,M6N 4Z5
10793,11,2020-05-17,0,8,6.1,15.725,11.9,8.075,0,50,3.175,4.8,0,M6N 4Z5
10794,11,2020-05-18,0,8,5,14.85,13,11.125,0,56.5,11.025,14.4,0,M6N 4Z5
10795,11,2020-05-19,0,6.5,3.45,17.275,14.55,11.775,0,57.5,0,0,0,M6N 4Z5
10796,11,2020-05-20,0,9,4.05,18.45,13.95,9.4,0,43.5,0.05,0,0,M6N 4Z5
10797,11,2020-05-21,0,11,4.525,19.725,13.475,7.175,0,33,0.175,0,0,M6N 4Z5
10798,11,2020-05-22,0,,2.05,23.4,15.95,8.425,0,,0.175,0,0,M6N 4Z5
10799,11,2020-05-23,0.5,,0.525,24,17.975,11.975,0,,0.3,0,0,M6N 4Z5
10800,11,2020-05-24,1.633333333,11,0.333333333,23.5,19.3,15.06666667,0,35,0.266666667,0.4,0,M6N 4Z5
10801,11,2020-05-25,4.866666667,23,0,28.73333333,22.86666667,16.9,,33,0.466666667,0,0,M6N 4Z5
10802,11,2020-05-26,5.025,17,0,30.075,23.025,15.95,0,33,0.4,0,0,M6N 4Z5
10803,11,2020-05-27,4.566666667,20,0,27.3,22.56666667,17.8,,32,0.066666667,0,0,M6N 4Z5
10804,11,2020-05-28,1.933333333,,0,22.36666667,19.93333333,17.4,,,7,6.6,0,M6N 4Z5
10805,11,2020-05-29,0.333333333,31,0.266666667,23.6,18.06666667,12.5,,50.5,4.266666667,6.2,0,M6N 4Z5
10806,11,2020-05-30,0,31.5,3.625,19.1,14.375,9.575,0,54,0.725,1,0,M6N 4Z5
10807,11,2020-05-31,0,31,6.225,16.3,11.775,7.175,0,52,0.275,0.1,0,M6N 4Z5
10808,11,2020-06-01,0,27.5,1.95,23.65,16.05,8.375,0,47,0.425,0.1,0,M6N 4Z5
10809,11,2020-06-02,0.9,4,0.466666667,24.03333333,18.43333333,12.8,,51.5,10.53333333,10.4,0,M6N 4Z5
10810,11,2020-06-03,2.35,30,0,27.875,20.35,12.825,0,47,3.075,2.9,0,M6N 4Z5
10811,11,2020-06-04,3.4,23.5,0,27.8,21.4,15,,38.5,0,0,0,M6N 4Z5
10812,11,2020-06-05,3.266666667,22.5,0,26.33333333,21.26666667,16.13333333,,59,10,2.6,0,M6N 4Z5
10813,11,2020-06-06,2.166666667,31,0,25.4,20.16666667,14.96666667,,52,0.133333333,0,0,M6N 4Z5
10814,11,2020-06-07,0,29.5,1.475,21.125,16.525,11.85,0,36,0,0,0,M6N 4Z5
10815,11,2020-06-08,0,,1.35,22.8,16.65,10.45,0,,0.15,0,0,M6N 4Z5
10816,11,2020-06-09,5.3,14,0,31.86666667,23.3,14.73333333,0,32,1.333333333,2,0,M6N 4Z5
10817,11,2020-06-10,5.066666667,24,0,29.46666667,23.06666667,16.6,,78.5,18.83333333,24.4,0,M6N 4Z5
10818,11,2020-06-11,1.733333333,26,0,24.2,19.73333333,15.2,,62,0,0,0,M6N 4Z5
10819,11,2020-06-12,0,30.5,3.433333333,18.76666667,14.56666667,10.33333333,,59.5,0.233333333,0,0,M6N 4Z5
10820,11,2020-06-13,0,34,4.5,17.63333333,13.5,9.366666667,,41,0.333333333,0,0,M6N 4Z5
10821,11,2020-06-14,0,12,4.366666667,17.5,13.63333333,9.733333333,,39,0.266666667,0,0,M6N 4Z5
10822,11,2020-06-15,0,11,2.1,20.53333333,15.9,11.16666667,,39,0.366666667,0,0,M6N 4Z5
10823,11,2020-06-16,0.066666667,,1.066666667,23.03333333,17,10.9,,,0.4,0,0,M6N 4Z5
10824,11,2020-06-17,1.666666667,,0.233333333,25.5,19.43333333,13.3,,,0.233333333,0,0,M6N 4Z5
10825,11,2020-06-18,3.6,,0,27.4,21.6,15.76666667,,,0.3,0,0,M6N 4Z5
10826,11,2020-06-19,4.075,,0,29.4,22.075,14.7,0,,0.25,0,0,M6N 4Z5
10827,11,2020-06-20,6.566666667,,0,30.26666667,24.56666667,18.8,,,0.266666667,0,0,M6N 4Z5
10828,11,2020-06-21,6.433333333,15,0,29.46666667,24.43333333,19.36666667,,33,0.133333333,0,0,M6N 4Z5
10829,11,2020-06-22,6.933333333,13.5,0,29.56666667,24.93333333,20.26666667,,33,0.233333333,0.2,0,M6N 4Z5
10830,11,2020-06-23,3.525,25.5,0,24.95,21.525,18.1,0,55,4.1,3.8,0,M6N 4Z5
10831,11,2020-06-24,1.2,26.5,0.5,23,18.7,14.33333333,,62,0.233333333,0,0,M6N 4Z5
10832,11,2020-06-25,0.866666667,28,0,25.73333333,18.86666667,11.96666667,,39,0.366666667,0,0,M6N 4Z5
10833,11,2020-06-26,3.366666667,25,0.133333333,27.7,21.23333333,14.7,,40.5,0.366666667,0,0,M6N 4Z5
10834,11,2020-06-27,5.666666667,25.5,0,29.33333333,23.66666667,17.96666667,,43.5,1.166666667,2.8,0,M6N 4Z5
10835,11,2020-06-28,4.866666667,17.5,0,29.26666667,22.86666667,16.46666667,,38.5,0.333333333,0,0,M6N 4Z5
10836,11,2020-06-29,6.5,22,0,29.6,24.5,19.36666667,,35,0.3,0,0,M6N 4Z5
10837,11,2020-06-30,5.075,15,0,27.1,23.075,19,0,35,0.2,0,0,M6N 4Z5
10838,11,2020-07-01,5.725,,0,29.475,23.725,18,0,,0.2,0,0,M6N 4Z5
10839,11,2020-07-02,11,32,0,35.16666667,29,22.76666667,,41,0.166666667,0,0,M6N 4Z5
10840,11,2020-07-03,8.966666667,34,0,32.73333333,26.96666667,21.1,0,42,0.166666667,0,0,M6N 4Z5
10841,11,2020-07-04,7.166666667,34.5,0,30.4,25.16666667,19.9,,37,0.333333333,0,0,M6N 4Z5
10842,11,2020-07-05,7.533333333,27,0,32.86666667,25.53333333,18.13333333,,39,0.166666667,0,0,M6N 4Z5
10843,11,2020-07-06,6.7,6,0,29.95,24.7,19.425,0,33,0.125,0,0,M6N 4Z5
10844,11,2020-07-07,9.25,17,0,33.775,27.25,20.675,0,37,0.2,0,0,M6N 4Z5
10845,11,2020-07-08,9.575,20,0,33.3,27.575,21.85,0,62.5,9.475,3.1,0,M6N 4Z5
10846,11,2020-07-09,10.06666667,17.5,0,33.5,28.06666667,22.6,,37,0.066666667,0,0,M6N 4Z5
10847,11,2020-07-10,8.433333333,24,0,30.9,26.43333333,21.96666667,,51,5.733333333,16.6,0,M6N 4Z5
10848,11,2020-07-11,6.875,32,0,28.825,24.875,20.85,0,55.5,10.9,12.9,0,M6N 4Z5
10849,11,2020-07-12,5.133333333,28.5,0,27.33333333,23.13333333,18.86666667,,38,3.6,0,0,M6N 4Z5
10850,11,2020-07-13,4.266666667,31.5,0,25.83333333,22.26666667,18.63333333,,43,0.6,1,0,M6N 4Z5
10851,11,2020-07-14,4.475,,0,26.925,22.475,17.95,0,,0.275,0,0,M6N 4Z5
10852,11,2020-07-15,5.333333333,,0,27.63333333,23.33333333,18.96666667,,,0.3,0,0,M6N 4Z5
10853,11,2020-07-16,5.725,29,0,25.725,23.725,21.675,0,33,2.875,1.8,0,M6N 4Z5
10854,11,2020-07-17,7.675,20,0,30.575,25.675,20.7,0,33.5,0.075,0,0,M6N 4Z5
10855,11,2020-07-18,8.2,21.5,0,31.43333333,26.2,20.9,,40,0.333333333,0,0,M6N 4Z5
10856,11,2020-07-19,7.2,25.5,0,29.23333333,25.2,21.1,,70.5,14.13333333,9,0,M6N 4Z5
10857,11,2020-07-20,6.166666667,29.5,0,29.76666667,24.16666667,18.53333333,,45.5,0,0,0,M6N 4Z5
10858,11,2020-07-21,2.733333333,,0,25.56666667,20.73333333,15.86666667,,,0.166666667,0,0,M6N 4Z5
10859,11,2020-07-22,5.225,35,0,26.575,23.225,19.825,0,32,17.85,15,0,M6N 4Z5
10860,11,2020-07-23,5.133333333,19.5,0,26.9,23.13333333,19.36666667,,33.5,0.066666667,0,0,M6N 4Z5
10861,11,2020-07-24,5.066666667,,0,27.1,23.06666667,19.06666667,,,0.3,0,0,M6N 4Z5
10862,11,2020-07-25,5.95,26,0,30,23.95,17.875,0,37,0.175,0,0,M6N 4Z5
10863,11,2020-07-26,8.5,25.5,0,33,26.5,19.925,0,41.5,0.175,0,0,M6N 4Z5
10864,11,2020-07-27,9.45,29,0,32.475,27.45,22.35,0,53,2.575,3.8,0,M6N 4Z5
10865,11,2020-07-28,6.4,28.5,0,30.7,24.4,18.06666667,,44.5,0.266666667,0,0,M6N 4Z5
10866,11,2020-07-29,6.433333333,28.5,0,29.83333333,24.43333333,19,,38,1.366666667,0.6,0,M6N 4Z5
10867,11,2020-07-30,4.566666667,18.5,0,27.6,22.56666667,17.56666667,,37,0.3,0,0,M6N 4Z5
10868,11,2020-07-31,5.566666667,36,0,27.9,23.56666667,19.2,,32,0.333333333,0,0,M6N 4Z5
10869,11,2020-08-01,5.75,12,0,29.075,23.75,18.325,0,37,8.925,13.5,0,M6N 4Z5
10870,11,2020-08-02,5.5,21.5,0,27.15,23.5,19.8,0,58.5,30.125,26.2,0,M6N 4Z5
10871,11,2020-08-03,3.266666667,25,0,24.7,21.26666667,17.86666667,,45.5,22.86666667,26.8,0,M6N 4Z5
10872,11,2020-08-04,2.966666667,29.5,0,24.06666667,20.96666667,17.83333333,,45.5,8.766666667,10.4,0,M6N 4Z5
10873,11,2020-08-05,1.466666667,26.5,0,24.1,19.46666667,14.76666667,,45.5,0.2,0,0,M6N 4Z5
10874,11,2020-08-06,0.666666667,,0,23.56666667,18.66666667,13.73333333,,,0,0,0,M6N 4Z5
10875,11,2020-08-07,2.3,,0,25.1,20.3,15.46666667,,,0,0,0,M6N 4Z5
10876,11,2020-08-08,3.7,21,0,26.96666667,21.7,16.36666667,,32,0.233333333,0,0,M6N 4Z5
10877,11,2020-08-09,6.033333333,22.5,0,28.03333333,24.03333333,19.96666667,,41.5,0,0,0,M6N 4Z5
10878,11,2020-08-10,7.35,21,0,29.9,25.35,20.7,,37,0,0,0,M6N 4Z5
10879,11,2020-08-11,5.1,26,0,29.56666667,23.1,16.56666667,,43,0,0,0,M6N 4Z5
10880,11,2020-08-12,4.766666667,20,0,29.46666667,22.76666667,16.03333333,,37,0,0,0,M6N 4Z5
10881,11,2020-08-13,6.1,,0,29.45,24.1,18.7,0,,0,0,0,M6N 4Z5
10882,11,2020-08-14,6.675,9.5,0,28.525,24.675,20.8,0,34,0,0,0,M6N 4Z5
10883,11,2020-08-15,4.6,8,0,27.25,22.6,17.9,0,35,0,0,0,M6N 4Z5
10884,11,2020-08-16,4.15,14,0,25.275,22.15,18.925,0,33,2.925,5.5,0,M6N 4Z5
10885,11,2020-08-17,3.375,26.5,0,26.65,21.375,16.1,0,48,6.825,2.7,0,M6N 4Z5
10886,11,2020-08-18,1.975,34,0,25.075,19.975,14.8,0,45.5,0.2,0.4,0,M6N 4Z5
10887,11,2020-08-19,0.525,36,0.125,23.75,18.4,13.05,0,37,0,0,0,M6N 4Z5
10888,11,2020-08-20,1.3,20.5,0,26.725,19.3,11.85,0,45,0.05,0,0,M6N 4Z5
10889,11,2020-08-21,5.9,28,0,30.075,23.9,17.7,0,45,0.225,0,0,M6N 4Z5
10890,11,2020-08-22,6.666666667,,0,29.4,24.66666667,19.96666667,,,0,0,0,M6N 4Z5
10891,11,2020-08-23,7.166666667,24,0,30.86666667,25.16666667,19.4,,37,0,0,0,M6N 4Z5
10892,11,2020-08-24,8.775,26,0,32.75,26.775,20.725,0,38.5,0.125,0,0,M6N 4Z5
10893,11,2020-08-25,5.025,31,0,27.575,23.025,18.45,0,53,0,0,0,M6N 4Z5
10894,11,2020-08-26,0.15,,0.125,21.7,18.025,14.3,0,,7.8,8.2,0,M6N 4Z5
10895,11,2020-08-27,6.175,28.5,0,30.325,24.175,17.975,0,54.5,0.066666667,0.1,0,M6N 4Z5
10896,11,2020-08-28,1.975,10,0,23.4,19.975,16.5,0,33,0.7,1.4,0,M6N 4Z5
10897,11,2020-08-29,3.875,31,0,26.5,21.875,17.25,0,65.5,1.1,2.2,0,M6N 4Z5
10898,11,2020-08-30,1.175,32,0,23.1,19.175,15.25,0,33.5,0,0,0,M6N 4Z5
10899,11,2020-08-31,1.4,6.5,0,24.125,19.4,14.65,0,44.5,0,0,0,M6N 4Z5
10900,11,2020-09-01,5.466666667,16,0,27.5,23.46666667,19.4,,39,4.133333333,10.4,0,M6N 4Z5
10901,11,2020-09-02,5.4,27,0,27.93333333,23.4,18.76666667,,56,2.3,1.6,0,M6N 4Z5
10902,11,2020-09-03,3.125,25,0,27.375,21.125,14.825,0,53.5,1.4,2.8,0,M6N 4Z5
10903,11,2020-09-04,0.833333333,27.5,0.1,23.3,18.73333333,14.13333333,,54.5,0.233333333,0.2,0,M6N 4Z5
10904,11,2020-09-05,0,26.5,0.766666667,21.53333333,17.23333333,12.93333333,,34,0,0,0,M6N 4Z5
10905,11,2020-09-06,0,14,1.733333333,21.66666667,16.26666667,10.9,,32,0,0,0,M6N 4Z5
10906,11,2020-09-07,1.933333333,19,0,23.56666667,19.93333333,16.3,,63,5.633333333,5.2,0,M6N 4Z5
10907,11,2020-09-08,0,34,2.066666667,16.96666667,15.93333333,14.86666667,,32,0,0,0,M6N 4Z5
10908,11,2020-09-09,0,,1.6,18.4,16.4,14.4,,,0,0,0,M6N 4Z5
10909,11,2020-09-10,0,32.5,0.725,20.175,17.275,14.375,0,38,0.15,0.3,0,M6N 4Z5
10910,11,2020-09-11,0,6,3.375,17.325,14.625,11.9,0,37,0.175,0,0,M6N 4Z5
10911,11,2020-09-12,0,8.5,2.125,20.825,15.875,10.875,0,35,0,0,0,M6N 4Z5
10912,11,2020-09-13,2.95,28,0,25.975,20.95,15.825,0,57,6.525,3.8,0,M6N 4Z5
10913,11,2020-09-14,0,31.5,4.25,17.675,13.75,9.775,0,43,0,0,0,M6N 4Z5
10914,11,2020-09-15,0,21.5,5.1,19.2,12.9,6.55,0,36,0.05,0,0,M6N 4Z5
10915,11,2020-09-16,0.8,21,0,23.875,18.8,13.7,0,43.5,0,0,0,M6N 4Z5
10916,11,2020-09-17,0,18,3.2,19.225,14.8,10.325,0,40,0,0,0,M6N 4Z5
10917,11,2020-09-18,0,20.5,6.775,15.95,11.225,6.475,0,45.5,0.05,0,0,M6N 4Z5
10918,11,2020-09-19,0,9.5,8.575,14.825,9.425,3.975,0,32,0.2,0,0,M6N 4Z5
10919,11,2020-09-20,0,12,5.275,16.875,12.725,8.5,0,35,0.275,0,0,M6N 4Z5
10920,11,2020-09-21,0,16,4.566666667,18.76666667,13.43333333,8.1,,32,0.233333333,0,0,M6N 4Z5
10921,11,2020-09-22,0,,3.433333333,20.56666667,14.56666667,8.566666667,,,0,0,0,M6N 4Z5
10922,11,2020-09-23,2.066666667,30.5,0,27.26666667,20.06666667,12.83333333,,39,0.3,0,0,M6N 4Z5
10923,11,2020-09-24,0.566666667,19,0.033333333,23.96666667,18.53333333,13.03333333,,35,2.333333333,2,0,M6N 4Z5
10924,11,2020-09-25,1.15,,0.1,23.625,19.05,14.4,0,,0.05,0,0,M6N 4Z5
10925,11,2020-09-26,1.25,18.5,0,25.075,19.25,13.375,0,35.5,0.225,0,0,M6N 4Z5
10926,11,2020-09-27,4.1,20.5,0,25.4,22.1,18.8,0,40.5,0.125,0,0,M6N 4Z5
10927,11,2020-09-28,2.75,27.5,0,25.875,20.75,15.625,0,49.5,8.4,10.5,0,M6N 4Z5
10928,11,2020-09-29,0,22.5,2.05,18.925,15.95,12.975,0,41,2.6,1.6,0,M6N 4Z5
10929,11,2020-09-30,0,21,3.175,18.625,14.825,10.95,0,64.5,6.475,4.7,0,M6N 4Z5
10930,11,2020-10-01,0,22.5,4.625,17.475,13.375,9.25,0,46.5,0.45,0.1,0,M6N 4Z5
10931,11,2020-10-02,0,35,7,15.5,11,6.5,,35,0.066666667,0,0,M6N 4Z5
10932,11,2020-10-03,0,,9.466666667,12.73333333,8.533333333,4.233333333,,,1.333333333,4,0,M6N 4Z5
10933,11,2020-10-04,0,,8.433333333,11.96666667,9.566666667,7.133333333,,,2.266666667,3.2,0,M6N 4Z5
10934,11,2020-10-05,0,,7.325,15.225,10.675,6.05,0,,0.125,0,0,M6N 4Z5
10935,11,2020-10-06,0,21,5.325,17.925,12.675,7.375,0,44.5,0.05,0.1,0,M6N 4Z5
10936,11,2020-10-07,0,30.5,3.375,18.875,14.625,10.325,0,79,2.45,2.6,0,M6N 4Z5
10937,11,2020-10-08,0,30,7.733333333,14.23333333,10.26666667,6.3,,59,1.3,0.8,0,M6N 4Z5
10938,11,2020-10-09,0,20,7.633333333,16.36666667,10.36666667,4.366666667,,35,0.066666667,0,0,M6N 4Z5
10939,11,2020-10-10,0,31,2.4,21.86666667,15.6,9.3,,48,0.2,0.4,0,M6N 4Z5
10940,11,2020-10-11,0,6,9.65,11.4,8.35,5.225,0,45.5,0,0,0,M6N 4Z5
10941,11,2020-10-12,0,6.5,6.225,16,11.775,7.55,0,45.5,1.675,3,0,M6N 4Z5
