Index,lat_long,date,cool_deg_days,dir_max_gust,heat_deg_days,max_temp,mean_temp,min_temp,snow_grnd,spd_max_gust,total_precip,total_rain,total_snow,postal_code
0,1,2018-12-31,0,13.33333333,21.3,1.38,-3.3,-8.84,2.333333333,37.33333333,4.74,3.4,4.7,H1N 2Z7
1,1,2019-01-01,0,31.25,22.925,2.08,-4.925,-11.08,2.333333333,47.75,14.08,8.4,0.1,H1N 2Z7
2,1,2019-01-02,0,,30.275,-9.84,-12.275,-15.78,2.666666667,,0.54,0,1,H1N 2Z7
3,1,2019-01-03,0,2,26.15,-1.66,-8.15,-14.38,6.75,31.5,2.42,0,3.05,H1N 2Z7
4,1,2019-01-04,0,23.33333333,17.85,2.68,0.15,-3.54,9.5,44.66666667,2.08,0,1.5,H1N 2Z7
5,1,2019-01-05,0,,16.75,2.24,1.25,-0.04,5,,0,0,0,H1N 2Z7
6,1,2019-01-06,0,33.25,23.525,1.18,-5.525,-11.74,4.666666667,47,0.38,0,0.2,H1N 2Z7
7,1,2019-01-07,0,8.5,30.675,-7.76,-12.675,-16.36,9.75,37,3.94,0,5.9,H1N 2Z7
8,1,2019-01-08,0,15.75,22.05,1.3,-4.05,-10.28,13,56,5.58,0.65,3.85,H1N 2Z7
9,1,2019-01-09,0,21.66666667,18.975,1.1,-0.975,-3.02,12.33333333,40,0.92,0,0.85,H1N 2Z7
10,1,2019-01-10,0,29.25,25.85,-2.76,-7.85,-12.08,17,47.5,0.64,0,0.6,H1N 2Z7
11,1,2019-01-11,0,25,33.7,-12.64,-15.7,-18.36,13.66666667,43,0.16,0,0,H1N 2Z7
12,1,2019-01-12,0,26,34.225,-13.34,-16.225,-19.06,13.75,34.33333333,0,0,0,H1N 2Z7
13,1,2019-01-13,0,,33,-10.54,-15,-19.92,12.33333333,,0.34,0,0,H1N 2Z7
14,1,2019-01-14,0,,30.775,-7.66,-12.775,-18.28,12,,0.12,0,0,H1N 2Z7
15,1,2019-01-15,0,14,22.725,-1.4,-4.725,-8.28,12.33333333,31,0.275,0,0.6,H1N 2Z7
16,1,2019-01-16,0,25.5,26.075,1.44,-8.075,-16.2,14.25,56,0.38,0,0.3,H1N 2Z7
17,1,2019-01-17,0,,35.175,-13.56,-17.175,-21.6,12.66666667,,0.375,0,0,H1N 2Z7
18,1,2019-01-18,0,26,30.25,-8.68,-12.25,-16.72,12.66666667,39,1.04,0,1.8,H1N 2Z7
19,1,2019-01-19,0,3,37.25,-15.36,-19.25,-23.62,14.66666667,40,2.8,0,4.8,H1N 2Z7
20,1,2019-01-20,0,3,36.7,-16.22,-18.7,-21.62,21,58.5,8.14,0,11.8,H1N 2Z7
21,1,2019-01-21,0,27.66666667,36.825,-15.88,-18.825,-21.16,31.33333333,50,1.12,0,0.9,H1N 2Z7
22,1,2019-01-22,0,26.5,34.225,-10.54,-16.225,-22.68,31.33333333,38,0.7,0,1.65,H1N 2Z7
23,1,2019-01-23,0,17,23.8,1.08,-5.8,-13.84,33.33333333,54,20.28,13.7,10.85,H1N 2Z7
24,1,2019-01-24,0,28.66666667,19.55,2.64,-1.55,-6.28,34,53,15.86,10.75,0,H1N 2Z7
25,1,2019-01-25,0,24,24.35,-1.64,-6.35,-10.94,27.66666667,52.75,0.2,0,0.1,H1N 2Z7
26,1,2019-01-26,0,,30.825,-10.78,-12.825,-14.94,28,,0.52,0,0.3,H1N 2Z7
27,1,2019-01-27,0,24,25.775,-1.06,-7.775,-15.08,27.33333333,61.5,0,0,0,H1N 2Z7
28,1,2019-01-28,0,3.666666667,34.175,-12.7,-16.175,-20.64,28,39,0.466666667,0,0.7,H1N 2Z7
29,1,2019-01-29,0,4.333333333,30.4,-7.24,-12.4,-18.26,28.25,43.66666667,7.02,0,8.25,H1N 2Z7
30,1,2019-01-30,0,25,30.25,-7.9,-12.25,-16.2,37.33333333,66,0.04,0,0,H1N 2Z7
31,1,2019-01-31,0,25.75,33.675,-14,-15.675,-17.74,35.33333333,57,0,0,0,H1N 2Z7
32,1,2019-02-01,0,25,32.575,-12.12,-14.575,-17.4,34.5,49.33333333,0,0,0,H1N 2Z7
33,1,2019-02-02,0,22.33333333,29.025,-6.58,-11.025,-16.32,33,38.33333333,2.58,0,3.8,H1N 2Z7
34,1,2019-02-03,0,4,30.525,-9.52,-12.525,-15.76,35.66666667,35,2.06,0.95,1.8,H1N 2Z7
35,1,2019-02-04,0,,24.825,-1.62,-6.825,-11.14,36,,0.96,0.4,0.4,H1N 2Z7
36,1,2019-02-05,0,27,19.65,6.42,-1.65,-8.74,34.33333333,64.5,7.04,6.15,0,H1N 2Z7
37,1,2019-02-06,0,3.666666667,26.65,-5.86,-8.65,-11.52,30.66666667,40,3.56,2.55,2.35,H1N 2Z7
38,1,2019-02-07,0,7,20.4,2.7,-2.4,-7.14,31,39,0.72,0.2,0,H1N 2Z7
39,1,2019-02-08,0,24.25,19.275,6.26,-1.275,-7.86,28.66666667,79.75,1.28,0.2,0.3,H1N 2Z7
40,1,2019-02-09,0,26,27.25,-6.64,-9.25,-11.82,27,68.25,0,0,0,H1N 2Z7
41,1,2019-02-10,0,25.33333333,27.825,-6.46,-9.825,-14.12,26.66666667,43.33333333,0,0,0,H1N 2Z7
42,1,2019-02-11,0,2.5,29.625,-8.68,-11.625,-15.4,26,32.5,0,0,0,H1N 2Z7
43,1,2019-02-12,0,5.333333333,29.4,-5.64,-11.4,-17.24,26,41.66666667,14.12,0,18.45,H1N 2Z7
44,1,2019-02-13,0,18.75,21.4,0.02,-3.4,-8.02,48.33333333,62.5,12.52,0,10.3,H1N 2Z7
45,1,2019-02-14,0,24.33333333,25.4,-4.26,-7.4,-10.02,49.33333333,49.66666667,0.2,0,0.5,H1N 2Z7
46,1,2019-02-15,0,22.75,19.85,4.02,-1.85,-9.06,48.33333333,55.25,2.68,0.9,2.5,H1N 2Z7
47,1,2019-02-16,0,25.33333333,24.7,-1.78,-6.7,-10.52,44.33333333,48,0,0,0,H1N 2Z7
48,1,2019-02-17,0,,31,-8.68,-13,-18.12,43.66666667,,0.04,0,0,H1N 2Z7
49,1,2019-02-18,0,2.75,29.675,-8.06,-11.675,-16,52.5,40.5,0,0,0,H1N 2Z7
50,1,2019-02-19,0,24.33333333,31.625,-9.68,-13.625,-18.9,43.33333333,40.33333333,0,0,0,H1N 2Z7
51,1,2019-02-20,0,,30,-5.24,-12,-20.12,42.66666667,,2.72,0,4.85,H1N 2Z7
52,1,2019-02-21,0,20,20.325,3.06,-2.325,-8.08,49.33333333,52,6.88,0,5.4,H1N 2Z7
53,1,2019-02-22,0,24.66666667,23,-1,-5,-10.2,48,36.66666667,0,0,0,H1N 2Z7
54,1,2019-02-23,0,,23.9,0.76,-5.9,-13.26,46.66666667,,0.7,1.75,0,H1N 2Z7
55,1,2019-02-24,0,22,17.475,3.92,0.525,-3.8,45.66666667,60.75,13.96,11.45,0.9,H1N 2Z7
56,1,2019-02-25,0,26.25,23.35,1.2,-5.35,-11.64,43,74.25,0.08,0,0,H1N 2Z7
57,1,2019-02-26,0,30,33.05,-12.44,-15.05,-17.8,42.33333333,52,0.08,0,0,H1N 2Z7
58,1,2019-02-27,0,,34.725,-13.06,-16.725,-21.34,42.33333333,,0,0,0,H1N 2Z7
59,1,2019-02-28,0,21,32,-7.7,-14,-21.18,42.33333333,32,0,0,0,H1N 2Z7
60,1,2019-03-01,0,,27.725,-3.14,-9.725,-17.26,42,,0,0,0,H1N 2Z7
61,1,2019-03-02,0,,25.2,-2.18,-7.2,-13.04,43.5,,0,0,0,H1N 2Z7
62,1,2019-03-03,0,23,21.825,-0.9,-3.825,-7.2,41,33,0.18,0,0.3,H1N 2Z7
63,1,2019-03-04,0,24.33333333,24,-1.8,-6,-10,40.66666667,52.33333333,0.08,0,0,H1N 2Z7
64,1,2019-03-05,0,23.25,28.975,-7.4,-10.975,-14.92,40.33333333,42.5,0.16,0,0.2,H1N 2Z7
65,1,2019-03-06,0,25,29.725,-8.2,-11.725,-15.64,41,44,0.04,0,0,H1N 2Z7
66,1,2019-03-07,0,23.66666667,31.275,-7.84,-13.275,-19.76,40.66666667,43,0,0,0,H1N 2Z7
67,1,2019-03-08,0,21.25,25,-1.74,-7,-12.52,40.66666667,46.75,0,0,0,H1N 2Z7
68,1,2019-03-09,0,24,23.8,-1.36,-5.8,-10.14,40.33333333,33,1,0,2.5,H1N 2Z7
69,1,2019-03-10,0,16,20.85,2.62,-2.85,-8.82,40,46.25,20.56,6.35,11.9,H1N 2Z7
70,1,2019-03-11,0,26.5,17.55,3.54,0.45,-2.06,47.66666667,58.5,0.34,0,0,H1N 2Z7
71,1,2019-03-12,0,25.66666667,21.8,-1.28,-3.8,-6.48,45.66666667,45.66666667,0,0,0,H1N 2Z7
72,1,2019-03-13,0,18,20.25,2.36,-2.25,-7.76,45.66666667,32,1.14,0,1.2,H1N 2Z7
73,1,2019-03-14,0,16,14.95,7.76,3.05,-1.78,49.5,48,0.64,3.2,0,H1N 2Z7
74,1,2019-03-15,0,22,11.175,10.42,6.825,2.98,37.66666667,58,2.02,1.3,0,H1N 2Z7
75,1,2019-03-16,0,26.5,18.6,2.86,-0.6,-4.28,26,54.25,0.08,0,0,H1N 2Z7
76,1,2019-03-17,0,26,22.95,-2.26,-4.95,-7.7,24.66666667,53.66666667,0.04,0,0,H1N 2Z7
77,1,2019-03-18,0,27,22.7,-0.94,-4.7,-9.26,24.66666667,47.33333333,0,0,0,H1N 2Z7
78,1,2019-03-19,0,24,22.775,0.8,-4.775,-11.46,35,38,0,0,0,H1N 2Z7
79,1,2019-03-20,0,,17.025,7.46,0.975,-6.64,23.33333333,,0,0,0,H1N 2Z7
80,1,2019-03-21,0,17,13.875,6.96,4.125,0.9,24.5,42.66666667,9.28,9.9,0,H1N 2Z7
81,1,2019-03-22,0,32.5,15.9,3.18,2.1,0.94,19,52.75,15.54,13.15,0.85,H1N 2Z7
82,1,2019-03-23,0,29.5,19.85,1.6,-1.85,-4.62,21.75,54.25,1.1,0,0.8,H1N 2Z7
83,1,2019-03-24,0,24.33333333,17.95,3.96,0.05,-3.74,18.33333333,49.33333333,0.14,0,0,H1N 2Z7
84,1,2019-03-25,0,23,21.925,-0.36,-3.925,-7.88,18.33333333,51.25,0,0,0,H1N 2Z7
85,1,2019-03-26,0,23.33333333,21.675,0.04,-3.675,-7.5,17.66666667,45.33333333,0,0,0,H1N 2Z7
86,1,2019-03-27,0,20,17.625,6.08,0.375,-6.06,26.5,32,0,0,0,H1N 2Z7
87,1,2019-03-28,0,18,13.875,7.42,4.125,-0.12,17.33333333,43.66666667,0.58,0.5,0,H1N 2Z7
88,1,2019-03-29,0,26.66666667,15.325,7.84,2.675,-1.1,15.66666667,39.33333333,1.24,0.8,0,H1N 2Z7
89,1,2019-03-30,0,5,18.225,1.74,-0.225,-2.58,14.33333333,39,6.525,9.25,0.2,H1N 2Z7
90,1,2019-03-31,0,25.33333333,17.7,2.28,0.3,-1.52,14,48,4.78,2.6,0.3,H1N 2Z7
91,1,2019-04-01,0,27.5,20.225,1.7,-2.225,-6.26,14.33333333,47.75,0,0,0,H1N 2Z7
92,1,2019-04-02,0,19.5,14.55,8.94,3.45,-2.34,16,40,0,0,0,H1N 2Z7
93,1,2019-04-03,0,25.75,13.6,9.66,4.4,-0.32,14,67,0.08,0,0.1,H1N 2Z7
94,1,2019-04-04,0,30.25,19.175,2.28,-1.175,-4.38,17.5,58.25,0,0,0,H1N 2Z7
95,1,2019-04-05,0,16.66666667,19.125,4.48,-1.125,-7.14,11.33333333,36,3.3,0.3,3.2,H1N 2Z7
96,1,2019-04-06,0,27,13.6,7.8,4.4,0.6,11,38,1.38,0.7,0,H1N 2Z7
97,1,2019-04-07,0,4,11.675,11.04,6.325,1.38,10,42.5,1.3,2.75,0,H1N 2Z7
98,1,2019-04-08,0,4.5,18.375,1.56,-0.375,-2.52,6.666666667,47.25,13.44,9.6,0.2,H1N 2Z7
99,1,2019-04-09,0,10.75,19.525,-0.28,-1.525,-2.76,7,40.25,9.92,2.4,9.75,H1N 2Z7
100,1,2019-04-10,0,26.66666667,17.325,4.36,0.675,-2.94,13.66666667,38.66666667,0.06,0,0,H1N 2Z7
101,1,2019-04-11,0,30,16.325,6.5,1.675,-3.52,8.666666667,32,0,0,0,H1N 2Z7
102,1,2019-04-12,0,14.33333333,9.95,13.22,8.05,1.14,8,44,0.12,0.2,0,H1N 2Z7
103,1,2019-04-13,0,22,7.425,16.96,10.575,3.34,6.5,62.25,0,0,0,H1N 2Z7
104,1,2019-04-14,0,4.333333333,12.775,9.24,5.225,0.74,3.666666667,49.66666667,6.08,6.65,0,H1N 2Z7
105,1,2019-04-15,0,10.5,13.925,5.8,4.075,2.22,3,49.25,1.9,1.6,0,H1N 2Z7
106,1,2019-04-16,0,23.5,12.8,9.18,5.2,1.2,2.5,51.75,0,0,0,H1N 2Z7
107,1,2019-04-17,0,,11.35,13.78,6.65,-1.36,1.5,,0,0,0,H1N 2Z7
108,1,2019-04-18,0,17.25,7.6,15.04,10.4,4.68,1.5,60.5,0.6,1.4,0,H1N 2Z7
109,1,2019-04-19,0,11.25,9.15,12.38,8.85,4.56,2,49.75,27.94,25.75,0,H1N 2Z7
110,1,2019-04-20,0,2.75,12.3,7.14,5.7,4.18,2,54.75,10.3,6.2,0,H1N 2Z7
111,1,2019-04-21,0,23,7.775,16.78,10.225,3.72,1,34.5,0.05,0,0,H1N 2Z7
112,1,2019-04-22,0,2.75,5.7,17.94,12.3,5.64,1,37.5,0,0,0,H1N 2Z7
113,1,2019-04-23,0,5.333333333,6.4,16.7,11.6,5.82,0.5,42.66666667,3.88,5.25,0,H1N 2Z7
114,1,2019-04-24,0,21.5,11.5,7.84,6.5,4.5,1,45,6.58,5.05,0,H1N 2Z7
115,1,2019-04-25,0,,10.4,11.24,7.6,3.94,1,,0.04,0,0,H1N 2Z7
116,1,2019-04-26,0,12.33333333,10.425,10.88,7.575,4.02,1,49,22.62,25.75,0,H1N 2Z7
117,1,2019-04-27,0,23.25,12.575,7.98,5.425,3.02,1,55.75,9.24,6,0,H1N 2Z7
118,1,2019-04-28,0,29.33333333,12.1,10.2,5.9,1.62,0.5,37,0,0,0,H1N 2Z7
119,1,2019-04-29,0,11.5,13.1,9.86,4.9,-0.38,1,32.5,0,0,0,H1N 2Z7
120,1,2019-04-30,0,30.33333333,8.475,14.12,9.525,4.82,1,35.66666667,0,0,0,H1N 2Z7
121,1,2019-05-01,0,4.333333333,13.25,8.2,4.75,1.275,,49,7.675,6.8,0,H1N 2Z7
122,1,2019-05-02,0,3,11.925,9.625,6.075,2.45,,40.5,0.425,0.6,0,H1N 2Z7
123,1,2019-05-03,0,,9,10.425,9,7.525,,,3.625,3.6,0,H1N 2Z7
124,1,2019-05-04,0,,5.95,16.375,12.05,7.675,,,0.1,0,0,H1N 2Z7
125,1,2019-05-05,0,9,5.525,20.2,12.475,4.7,,33.5,0,0,0,H1N 2Z7
126,1,2019-05-06,0,24.66666667,1.35,23.4,16.65,9.9,,35.66666667,0,0,0,H1N 2Z7
127,1,2019-05-07,0,10.25,6.6,18.25,11.4,4.475,,41.25,0.225,0.6,0,H1N 2Z7
128,1,2019-05-08,0,22.75,10.3,14.025,7.7,1.275,,35.25,0,0,0,H1N 2Z7
129,1,2019-05-09,0,14.5,8.275,16.525,9.725,2.875,,46,13.675,14.2,0,H1N 2Z7
130,1,2019-05-10,0,25.33333333,4.95,17.625,13.05,8.425,,62.33333333,27.075,26,0,H1N 2Z7
131,1,2019-05-11,0,32.5,8.325,13.775,9.675,5.525,,37.75,0.05,0,0,H1N 2Z7
132,1,2019-05-12,0,4.333333333,6.65,16.75,11.35,5.975,,38.66666667,0,0,0,H1N 2Z7
133,1,2019-05-13,0,5.333333333,6.7,16,11.3,6.55,,45.66666667,2.825,3.4,0,H1N 2Z7
134,1,2019-05-14,0,6.666666667,11,8.6,7,5.4,,36.66666667,6.5,2.6,0,H1N 2Z7
135,1,2019-05-15,0,20.66666667,7.35,15.3,10.65,5.975,,33,0.1,0.2,0,H1N 2Z7
136,1,2019-05-16,0,23,6.025,16.7,11.975,7.225,,32,0,0,0,H1N 2Z7
137,1,2019-05-17,0,29,5.775,15.1,12.225,9.325,,41.66666667,0.525,0.8,0,H1N 2Z7
138,1,2019-05-18,0,22,6.225,15.425,11.775,8.075,,32,0.05,0,0,H1N 2Z7
139,1,2019-05-19,0,3.333333333,3.75,18.375,14.25,10.125,,35,11.3,12.2,0,H1N 2Z7
140,1,2019-05-20,0,22.25,1.475,23.175,16.525,9.85,,61.25,0.1,0,0,H1N 2Z7
141,1,2019-05-21,0,32,6.025,16.475,11.975,7.45,,62.5,0.2,0.6,0,H1N 2Z7
142,1,2019-05-22,0,3,5.05,19.475,12.95,6.425,,34,0.1,0.2,0,H1N 2Z7
143,1,2019-05-23,0,34.66666667,1.675,20.925,16.325,11.65,,57.33333333,18.13333333,17.2,0,H1N 2Z7
144,1,2019-05-24,0,13,4.025,17.325,13.975,10.6,,37.33333333,1.475,2,0,H1N 2Z7
145,1,2019-05-25,0,16.25,2.375,21.225,15.625,10.025,,39.5,0.5,1,0,H1N 2Z7
146,1,2019-05-26,0.45,19.25,0.2,24.3,18.25,12.2,,42.25,0.65,1,0,H1N 2Z7
147,1,2019-05-27,0,27,5.125,16.9,12.875,8.825,,35.33333333,0,0,0,H1N 2Z7
148,1,2019-05-28,0,,7.466666667,12.7,10.53333333,8.3,,,1.3,2,0,H1N 2Z7
149,1,2019-05-29,0,,5.8,16.23333333,12.2,8.133333333,,,0.066666667,0,0,H1N 2Z7
150,1,2019-05-30,0,21.5,1.375,22.625,16.625,10.675,,42.25,1.533333333,2.2,0,H1N 2Z7
151,1,2019-05-31,0,27.66666667,6.5,15.625,11.5,7.375,,34.33333333,0,0,0,H1N 2Z7
152,1,2019-06-01,0,,3.85,19.2,14.15,8.5,0,,0.64,0.7,0,H1N 2Z7
153,1,2019-06-02,0,26.66666667,3.225,18.06,14.775,11.36,0,37.33333333,7.06,7.4,0,H1N 2Z7
154,1,2019-06-03,0,25.25,7.65,13.02,10.35,7.78,0,53.75,0,0,0,H1N 2Z7
155,1,2019-06-04,0,22.75,5.7,18,12.3,6.3,0,54.25,0.04,0.1,0,H1N 2Z7
156,1,2019-06-05,0,24,4,18.98,14,9.06,0,33,0.16,0.4,0,H1N 2Z7
157,1,2019-06-06,0.15,1.666666667,0.6,23.58,17.55,10.92,0,36,0,0,0,H1N 2Z7
158,1,2019-06-07,0.375,29.75,0.65,26.04,17.725,8.78,0,44.75,0,0,0,H1N 2Z7
159,1,2019-06-08,0.05,,1.575,23.36,16.475,8.66,0,,0,0,0,H1N 2Z7
160,1,2019-06-09,3.525,19,0,29.64,21.525,12.54,0,32.5,0,0,0,H1N 2Z7
161,1,2019-06-10,5.35,16.5,0,29.94,23.35,15.7,0,50.5,6.42,10.4,0,H1N 2Z7
162,1,2019-06-11,0,29.75,2.6,19.52,15.4,11.96,0,56.5,14.94,10.3,0,H1N 2Z7
163,1,2019-06-12,0.075,20.5,1,24.24,17.075,9.34,0,34.75,0,0,0,H1N 2Z7
164,1,2019-06-13,0,16.75,1.575,19.94,16.425,13.06,0,51,2.7,5.1,0,H1N 2Z7
165,1,2019-06-14,0,22.66666667,2.75,17.5,15.25,12.68,0,53.33333333,5.2,3.6,0,H1N 2Z7
166,1,2019-06-15,0,22.5,0.6,20.96,17.4,13.28,0,62,8.02,8.25,0,H1N 2Z7
167,1,2019-06-16,0,,1.425,20.96,16.575,12.02,0,,0,0,0,H1N 2Z7
168,1,2019-06-17,0.133333333,21,0.833333333,23.225,17.3,10.825,0,33.5,0,0,0,H1N 2Z7
169,1,2019-06-18,1.5,25,0,26.35,19.5,11.725,0,32,0,0,0,H1N 2Z7
170,1,2019-06-19,3.733333333,2.666666667,0,27.775,21.73333333,14.575,0,35.66666667,0,0,0,H1N 2Z7
171,1,2019-06-20,0,3,1.1,18.36,16.9,15.24,0,41.66666667,13.34,4.05,0,H1N 2Z7
172,1,2019-06-21,1.775,18.25,0,24.9,19.775,14.32,0,41.75,0.05,0,0,H1N 2Z7
173,1,2019-06-22,2.925,25,0,26.2,20.925,15.26,0,46.25,0,0,0,H1N 2Z7
174,1,2019-06-23,3.7,30.25,0,27.74,21.7,15.26,0,46.25,0,0,0,H1N 2Z7
175,1,2019-06-24,1.475,,0,25.84,19.475,12.68,0,,0.22,0.55,0,H1N 2Z7
176,1,2019-06-25,2.25,15,0,24.2,20.25,15.42,0,36,14.35,17.2,0,H1N 2Z7
177,1,2019-06-26,4.7,22.33333333,0,27.98,22.7,16.56,0,38.66666667,0.04,0.1,0,H1N 2Z7
178,1,2019-06-27,5.775,31.25,0,28.92,23.775,17.5,0,44.25,0.3,0.6,0,H1N 2Z7
179,1,2019-06-28,5.175,24.33333333,0,29.76,23.175,16.12,0,57.33333333,0.26,0.65,0,H1N 2Z7
180,1,2019-06-29,4.45,17.75,0,27.9,22.45,17.12,0,62,12.3,13,0,H1N 2Z7
181,1,2019-06-30,1.7,33.33333333,0,24,19.7,15.1,0,38.66666667,7.68,2.65,0,H1N 2Z7
182,1,2019-07-01,3.9,24.33333333,0,27.1,21.9,15.825,0,36.33333333,0,0,0,H1N 2Z7
183,1,2019-07-02,6.55,27.33333333,0,29.72,24.55,19.06,0,41.33333333,0,0,0,H1N 2Z7
184,1,2019-07-03,6.55,,0,30.8,24.55,17.38,,,0,0,0,H1N 2Z7
185,1,2019-07-04,7.925,,0,32.52,25.925,18.5,0,,0,0,0,H1N 2Z7
186,1,2019-07-05,7.45,19,0,29.5,25.45,20.14,0,47,5.42,11.15,0,H1N 2Z7
187,1,2019-07-06,5.25,24.25,0,29.02,23.25,18.04,0,43,3.36,5.5,0,H1N 2Z7
188,1,2019-07-07,1.575,21,0.1,25.04,19.475,13.48,0,33,0,0,0,H1N 2Z7
189,1,2019-07-08,2.325,24.66666667,0,27.56,20.325,12.22,0,33,0,0,0,H1N 2Z7
190,1,2019-07-09,5.775,29.33333333,0,29.82,23.775,16.78,0,37.33333333,0,0,0,H1N 2Z7
191,1,2019-07-10,7.2,,0,30.56,25.2,18.66,0,,0,0,0,H1N 2Z7
192,1,2019-07-11,5.65,22.75,0,28.32,23.65,18.08,0,61,34.4,31.7,0,H1N 2Z7
193,1,2019-07-12,4.35,26.33333333,0,26,22.35,18.52,0,37.66666667,0,0,0,H1N 2Z7
194,1,2019-07-13,4.45,26,0,27.34,22.45,17.08,0,66,2.8,5.3,0,H1N 2Z7
195,1,2019-07-14,3.35,30.66666667,0,24.76,21.35,17.38,0,41,0.24,0,0,H1N 2Z7
196,1,2019-07-15,3.75,22,0,27.22,21.75,15.8,0,35.66666667,0,0,0,H1N 2Z7
197,1,2019-07-16,5.075,23.33333333,0,28.46,23.075,17.04,0,44,0,0,0,H1N 2Z7
198,1,2019-07-17,5.25,24.5,0,28.88,23.25,18.76,0,42,0,0,0,H1N 2Z7
199,1,2019-07-18,3.55,4.5,0,27.34,21.55,15.08,0,34,0.9,2.25,0,H1N 2Z7
200,1,2019-07-19,8.1,22.5,0,31.22,26.1,19.7,0,40.5,2.12,2.2,0,H1N 2Z7
201,1,2019-07-20,10.2,23.33333333,0,32.62,28.2,23.32,0,44.66666667,0,0,0,H1N 2Z7
202,1,2019-07-21,6.8,30.25,0,29.96,24.8,19.64,0,41.5,3.12,0,0,H1N 2Z7
203,1,2019-07-22,1.75,,0,23.04,19.75,15.68,0,,0,0,0,H1N 2Z7
204,1,2019-07-23,3.2,28.33333333,0,26.6,21.2,15.08,0,38.66666667,0,0,0,H1N 2Z7
205,1,2019-07-24,0.775,28,0,24.02,18.775,12.66,0,34.5,0,0,0,H1N 2Z7
206,1,2019-07-25,2.9,22,0,28.22,20.9,13.02,0,32.5,0,0,0,H1N 2Z7
207,1,2019-07-26,6.35,21,0,30.74,24.35,17.5,0,33.5,0.04,0,0,H1N 2Z7
208,1,2019-07-27,7.625,20,0,31.3,25.625,18.78,0,41,0.56,0,0,H1N 2Z7
209,1,2019-07-28,7.45,24.33333333,0,29.18,25.45,21.16,0,42,0.62,0.8,0,H1N 2Z7
210,1,2019-07-29,8.275,21,0,31.1,26.275,20.8,0,34,0,0,0,H1N 2Z7
211,1,2019-07-30,9.175,26.5,0,31.08,27.175,22.74,0,55,1.94,3.75,0,H1N 2Z7
212,1,2019-07-31,6.225,23.66666667,0,29.94,24.225,18.52,,42,0,0,0,H1N 2Z7
213,1,2019-08-01,3.4,27.5,0,27.66,21.4,14.82,0,34.5,0,0,0,H1N 2Z7
214,1,2019-08-02,5,21,0,29.1,23,16.32,0,36.33333333,0,0,0,H1N 2Z7
215,1,2019-08-03,5.1,27.66666667,0,28.22,23.1,17.06,0,40.66666667,0,0,0,H1N 2Z7
216,1,2019-08-04,1.05,28.33333333,0,24.08,19.05,13.5,0,36,0.04,0,0,H1N 2Z7
217,1,2019-08-05,1.75,22.33333333,0,27.12,19.75,11.44,0,35.66666667,0,0,0,H1N 2Z7
218,1,2019-08-06,5.85,26,0,30.54,23.85,16.32,0,35.66666667,0,0,0,H1N 2Z7
219,1,2019-08-07,4.8,,0,24.56,22.8,20.52,0,,0.74,1.65,0,H1N 2Z7
220,1,2019-08-08,6.05,27,0,28.2,24.05,19.36,0,48.75,8.06,5.4,0,H1N 2Z7
221,1,2019-08-09,2.175,27,0,25.18,20.175,15.32,0,50.75,6.62,5.4,0,H1N 2Z7
222,1,2019-08-10,0,29,0.375,20.6,17.625,14.08,0,45,0.6,0.7,0,H1N 2Z7
223,1,2019-08-11,2.475,25,0,26.4,20.475,14.08,0,48.33333333,0,0,0,H1N 2Z7
224,1,2019-08-12,4.625,25.33333333,0,26.8,22.625,18.02,0,37,1.975,3,0,H1N 2Z7
225,1,2019-08-13,3.65,4,0,26.8,21.65,16.14,0,33,0,0,0,H1N 2Z7
226,1,2019-08-14,1.5,2,0,24.46,19.5,14.12,0,33.5,0,0,0,H1N 2Z7
227,1,2019-08-15,0.35,12,0.3,24.44,18.05,11.04,0,32,0.94,1.8,0,H1N 2Z7
228,1,2019-08-16,2.275,,0,25.7,20.275,14.44,0,,0.64,0.4,0,H1N 2Z7
229,1,2019-08-17,4.875,19.5,0,27.24,22.875,18.06,0,36.5,5.7,2.1,0,H1N 2Z7
230,1,2019-08-18,5.825,,0,27.62,23.825,19.18,0,,0.2,0.5,0,H1N 2Z7
231,1,2019-08-19,5.65,23.75,0,29.38,23.65,17.84,0,48,0.12,0.2,0,H1N 2Z7
232,1,2019-08-20,4,23.66666667,0,28.5,22,14.72,0,34.33333333,0,0,0,H1N 2Z7
233,1,2019-08-21,3.45,,0,24.54,21.45,17.26,0,,3.72,3.4,0,H1N 2Z7
234,1,2019-08-22,3.325,25.66666667,0,26.44,21.325,16.76,0,38.66666667,0.04,0,0,H1N 2Z7
235,1,2019-08-23,0.5,31,0.05,22.92,18.45,13.3,0,40.33333333,0,0,0,H1N 2Z7
236,1,2019-08-24,0.1,,0.75,22.64,17.35,11.68,0,,0,0,0,H1N 2Z7
237,1,2019-08-25,0.675,,0.225,24.94,18.45,11.82,0,,0,0,0,H1N 2Z7
238,1,2019-08-26,1.55,11,0.125,26.5,19.425,12.18,0,37,0.04,0,0,H1N 2Z7
239,1,2019-08-27,1.85,17,0,26.08,19.85,12.76,0,36,0,0,0,H1N 2Z7
240,1,2019-08-28,1.775,,0,21.28,19.775,18.08,0,,14.9,14.8,0,H1N 2Z7
241,1,2019-08-29,2.8,22.66666667,0,24.56,20.8,16.88,0,40,2.04,5.1,0,H1N 2Z7
242,1,2019-08-30,1.65,26.66666667,0,23.96,19.65,14.68,0,54.66666667,6.66,5.1,0,H1N 2Z7
